1252016,87.480003,2016
1222016,87.040001,2016
1212016,87.239998,2016
11302016,87.300003,2016
11292016,85.900002,2016
11282016,86.470001,2016
11252016,87.120003,2016
11232016,86.919998,2016
11222016,86.68,2016
11212016,86.489998,2016
11182016,85.279999,2016
11172016,85.230003,2016
11162016,85.75,2016
11152016,86.82,2016
11142016,85.279999,2016
11112016,85.669998,2016
11102016,87.050003,2016
1192016,86.25,2016
1182016,85.309998,2016
1172016,84.699995,2016
1142016,82.836499,2016
1132016,82.925713,2016
1122016,82.717549,2016
1112016,82.915799,2016
10312016,82.588693,2016
10282016,84.035878,2016
10272016,86.157094,2016
10262016,86.3256,2016
10252016,85.958853,2016
10242016,86.147187,2016
10212016,85.859732,2016
10202016,86.44455,2016
10192016,86.4049,2016
10182016,86.008409,2016
10172016,85.780432,2016
10142016,85.780432,2016
10132016,85.800253,2016
10122016,86.36525,2016
10112016,86.969897,2016
10102016,87.663757,2016
1072016,85.978674,2016
1062016,86.276044,2016
1052016,86.236394,2016
1042016,85.492977,2016
1032016,86.285958,2016
9302016,86.513935,2016
9292016,85.701133,2016
9282016,86.137273,2016
9272016,82.509394,2016
9262016,82.330973,2016
9232016,82.717549,2016
9222016,82.806763,2016
9212016,82.568872,2016
9202016,81.815541,2016
9192016,83.094219,2016
9162016,83.292461,2016
9152016,84.333248,2016
9142016,83.857457,2016
9132016,84.462104,2016
9122016,86.523849,2016
992016,86.077795,2016
982016,88.268404,2016
972016,87.465508,2016
962016,87.792614,2016
922016,86.652706,2016
912016,86.077795,2016
8312016,86.375164,2016
8302016,86.751826,2016
8292016,87.069017,2016
8262016,86.504021,2016
8252016,86.692356,2016
8242016,87.247438,2016
8232016,86.950076,2016
8222016,87.217702,2016
8192016,87.029375,2016
8182016,88.129633,2016
8172016,87.336652,2016
8162016,87.148317,2016
8152016,87.039282,2016
8122016,87.078932,2016
8112016,85.958853,2016
8102016,85.651576,2016
892016,87.178053,2016
882016,87.06994,2016
852016,86.057614,2016
842016,85.978993,2016
832016,85.988816,2016
822016,85.54654,2016
812016,84.386786,2016
7292016,87.423764,2016
7282016,88.652316,2016
7272016,89.35014,2016
7262016,89.959497,2016
7252016,90.617999,2016
7222016,92.396948,2016
7212016,92.239689,2016
7202016,92.318318,2016
7192016,92.849054,2016
7182016,93.193047,2016
7152016,93.487902,2016
7142016,93.320814,2016
7132016,93.252015,2016
7122016,93.320814,2016
7112016,92.279004,2016
782016,91.935011,2016
772016,91.364961,2016
762016,92.475569,2016
752016,91.423929,2016
712016,92.229859,2016
6302016,92.131576,2016
6292016,90.87354,2016
6282016,89.35014,2016
6272016,87.335311,2016
6242016,87.856216,2016
6232016,90.224868,2016
6222016,89.605673,2016
6212016,89.959497,2016
6202016,89.556536,2016
6172016,89.163398,2016
6162016,89.654818,2016
6152016,88.613009,2016
6142016,88.878373,2016
6132016,89.035623,2016
6102016,88.436097,2016
692016,89.114252,2016
682016,89.232196,2016
672016,89.153567,2016
662016,87.807071,2016
632016,86.853721,2016
622016,87.010972,2016
612016,87.708789,2016
5312016,87.492562,2016
5272016,88.465581,2016
5262016,88.259185,2016
5252016,88.711291,2016
5242016,88.131411,2016
5232016,88.062612,2016
5202016,88.200209,2016
5192016,88.563864,2016
5182016,87.816902,2016
5172016,87.993814,2016
